ip_location,content
浙江,女儿也很好 两个女儿的父亲 有她们陪着 生活才有意义[呲牙]
安徽,为了让本不顺利的生活，徒增烦恼[裂开]
安徽,我就想问你们，生孩子怀孕一年，出生3年得细心照顾，不能出远门，4-6岁得上幼儿园，动不动就生病住院，6岁到18岁又得参加应试教育，卷的孩子累家长也累，最后可能还只能上个普通的大学，25岁成家，26-30生孩子，你还得带孙子，大家都是生命的体验者，难道生命的意义就是为了下一代吗，虽然我有女儿，我也很爱她，但是有一胎足矣，我特别理解丁克的夫妻，他们有勇气过自己想要的生活
陕西,"我在海底潜水 在雪山上滑学 在海边冲浪 在各地旅游  我不喜欢小孩 也没打算要小孩 家人一直催 31岁意外怀孕 我犹犹豫豫最终还是生下来了 
生了孩子后踢我才明白 我之所以到处追求新鲜感  无非就是追求人为什么要活着 活着能有啥意思。。
有了孩子才明白 原来每一天都充满快乐 春天可以带她看花 夏天可以带她游泳 秋天可以带她捡落叶 冬天可以和她堆雪人  家里楼下的栅栏她能钻来钻去玩一天  一脸盆水她翻来倒去就能开开心 原来开心这么容易啊。。。原来每一天都有意义。。。原来活着这么幸福。。。。"
天津,"没有她时，你无法想象有她的生活。
有了她时，你根本不能接受没有她的日子。
这就是我的小孩"
广东,上层建筑：为了付出与欣赏[赞][赞][赞]
IP未知,说实话没想那么多，等宝宝真的来了，他会给你带来好多快乐，你只想付出，让他快乐健康。
浙江,我儿子～ 八个月了今天亲耳听他叫了一遍爸爸 前六个月我没有睡过一天整觉 7个月后依然没有 不过是半夜醒来看他盖没盖好被子导致的 他这一声爸爸让我感觉一切都值得 我好爱他好爱他[抱抱你]
山西,生小孩不是为了有用的，简单点来说是为了见证生命的诞生、成长，在过程中寻找到生命的意义
广西,这个视频看得我更害怕了
山东,不用想了，现在年轻人老了以后直接去就行了
安徽,生不生都是权利是自由，没有对错之分
湖北,做好经济和思想准备，生不生看个人，不要绑架别人
广东,不是的，生孩子是因为爱
上海,[抠鼻][抠鼻]
河南,其实人生在世，不一定非要结婚生子爸妈把你带到这个世界上不是为了让你达到约定俗成的目标，而是希望你快乐自由做自己喜欢的事，遇见美好的人去更远的地方，你且去闯天涯海角，回头都有我们
云南,10月1，刚出生的！幸福感还好，还没有母爱[笑哭]慢慢来
北京,人生总得有点希望吧
广西,生一个孩子就相当于负债一百万，两个就两百万。从孩子出生开始就得慢慢还一辈子[泣不成声]
河南,他是你给你带来希望的一束光[灵机一动][灵机一动][灵机一动]
广西,她只会让我无时无刻不在奔溃中，经济低的家庭只会让我好不容易能经济独立的时候一分都不能为自己而花，让我哪里想去的地方都不能去，去哪里都要记挂他，丝毫没有自己的一点时间！自己困死了也不能睡都要哄他睡觉。如果不是父母一直逼着结婚，我真的好想永远不结婚不要小孩。估计很多人都不理解这有什么好痛苦的，呵呵，只想说未经他人苦，就不要去说别人矫情。
甘肃,因为他们都回来了，以我辈之身体，孕育英雄之灵魂，带你看遍祖国山河，享这盛世太平。
江苏,很简单，有能力生才会幸福，如果自己过的不好还生，就是痛苦
山东,保佑我生个女儿  跟她一起过个童年 [泣不成声]
新加坡,如果是婚姻不幸的单亲妈妈，好像很难放手，成立了自己的家庭之后，我夹在中间也很难平衡三者之间的关系
贵州,我当了那么久的儿子，我能不知道没有用吗
广西,我想知道一下领结婚证的好处在哪里[流泪]
广东,四川送叶酸给15岁女孩[尬笑]
贵州,我是最听劝的[泣不成声]
福建,身边真实事件，儿子在国外工作定居了，母亲自己在家，偶尔寄钱回来而已，母亲死的时候都没回来，邻居帮忙火化安葬的。[捂脸]
山东,我觉得生不生孩子都是个人选择，你选择了生孩子肯定就要付出代价，你选择不要孩子，也要付出相应的代价，不是吗？
广东,我这个老男孩，也多了一个让我牵挂的人！[流泪]
山东,基因传递的一种路径
江西,有天晚上玩手机玩累了，转头一看女儿躺在旁边静静睡着，手小小的一只，鼻子嘴巴一呼一呼的
广东,[呲牙][呲牙][呲牙]真好
河南,怎样用这个音频
贵州,我女儿[呲牙]
山东,省流：没用
安徽,让孩子看一眼这美丽的世界，为什么我又不是导游？我没有义务(;｀O´)o
四川,没什么用 我只是想把自己小时候没有得到的都给她
山东,[微笑]但是家里长辈往往会逼着子女结婚生子
河南,各有各的好处，这没有什么正确答案，主要还是看自己的
贵州,我告诉你们，养儿并不能防老，倒是防晒可以[不失礼貌的微笑]
广东,我只想要一个小孩，不想结婚怎么办？？[泪奔][泪奔]
浙江,短短一生，我可不想那么累，一个女儿足矣[不失礼貌的微笑]
江苏,"被这段话整破防了:
宝宝终有一天会离开37度的母乳，终有一天她会彻夜睡觉 不再打扰你，这种高需求的幼儿阶段很快就会过去。
宝宝在你床上的时间
在你怀里的时间吃奶的时间
在你人生的时间里是非常短暂的，
但是那些爱与幸运的记忆会在她的脑海里持续一生。
妈妈是怎么在睡梦中听到宝宝哼哼唧唧的声音，然后强撑睡意醒过来并说妈妈在这里的，
我想这大概就是母爱最真实的本能反应，
没人教我们怎么当妈妈，我们又好像天生就会当妈妈。当了妈妈后，凌晨12345点的太阳都见过。
关关难过关关过，夜夜难熬夜夜熬。蓬乱的头发，下不去的肚腩，掉落满床满地的头发，深深的黑眼圈，这看起来糟糕的一切，都是我当妈妈的证据。"
四川,有了宝宝一大家人在一起的时间和欢乐也多了，也算是开启了新世界，和二人世界是完全不一样的
北京,我老公最明显 没有之前讨厌孩子 有了之后一天没落天天带他儿子  眼里心里都是 也奇怪这小孩见到他跟着屁股后面爬一刻都离不开  他笑的咧个大嘴这么多年都没笑这么多
福建,主打一个付出
吉林,此刻想我的儿子了
贵州,快乐啊！！！！！[呲牙][呲牙][呲牙]
广东,我好早就读过龙应台所写的这段话，缘份、付出与欣赏、渐行渐远，作为父母的我，每一年龄段的感受是不同的。年轻时感受孩子给自己的快乐多一点；当自己年纪大了，听到这段话，感觉有点悲凉，但这是事实，是每个父母都要走的路，父母都希望孩子健康快乐，爱孩子、爱自己，与大家共勉[呲牙]
湖南,只生一个，好好养大[比心]
江苏,只为一起开心的活着[感谢][感谢][感谢]
山东,生了小孩，就有人喊你妈妈了
江苏,我的宝贝只希望他健康 平安 喜乐
江苏,当然不是为了养儿防老，也不是为了传宗接代，但必须得有因为我喜欢孩子，我不会拿我的孩子给别人比，我的孩子在我眼里永远是最好的，是最优秀的，  也不愿意给别人讨论自己的孩子，也不想去在别人面前诋毁自己的孩子，然后听到别人说自己孩子不好，我就不爽，我因为我的孩子，我最了解别人，没有帮我带，没有帮我养，也没有参与过我的孩子成长，有什么资格说我呢[捂脸][捂脸][捂脸]
吉林,我很自私，我不想养[笑哭]
四川,现在老年人现状
广西,怎么能让我妈看到
重庆,人都需要自我满足感和成就感  事业和孩子都会让你获得这些  当你有了孩子你从她的出现一步一步照顾她  在精神上她给了你很多 让你获得成就感与自我满足  有时候也很感谢她 可能自己的人生并不是那么精彩 可是他让你知道了你也是被人需要的爱与被爱她和你之间在不停的互相给予 看着她越来越优秀你会为她感到骄傲 看到她遇到困难你会按不计较的予以帮助  感谢上天送给我一个可爱的宝宝
河南,为什么不能下载[流泪][流泪][流泪][流泪]
山西,生小孩可以治愈婚姻里的各种负面情绪，你可以为了孩子好好活着，为了孩子有了希望，我儿子刚会说话的时候就说了我一直保护妈妈，现在只要我老公和我吵架他就会说不要吵妈妈，不要说妈妈，妈妈别怕我保护你，我爱你，我觉得真的很暖心
山东,刚被哭的折磨疯了，真的头疼的厉害
福建,生孩子提升了你的幸福感
山东,有了孩子以后，好像又重新过了一次童年，把一些童年的缺憾找了回来，压力大的时候和孩子一起超级解压，有时整个人也变的像孩子一样，后来孩子慢慢长大，有时还会嘲笑我的幼稚，这时我忽然明白，我又该长大了。
广东,可以减短寿命？
上海,就是看到她，感觉特别幸福，比赚到钱还幸福！还有感觉自己如果哪天不在了，这个世界还有我，虽然这么说很自私
陕西,总结一下：累死累活，让人短命的没用东西[看]
上海,有了两个宝宝 才知道什么是幸福[抱抱你]
吉林,我有了我的女儿 我好像重新养了一遍我自己，曾经的窟窿都在她身上填补了，
北京,[微笑][微笑][微笑][微笑][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][赞][赞][赞][赞][赞][赞][赞][赞][赞][呲牙][呲牙][呲牙][呲牙][呲牙][呲牙][呲牙][呲牙]
湖北,从未如此的爱过一个人
山东,这段话只适合同频的人才可以读懂[微笑]
安徽,陪在自己身边的永远是自己的老伴，在医院旁边的奶奶年纪很大了，只有老伴在照顾，知道出院都是打车回去 子女一个没来[裂开][裂开]
陕西,老公在外地工作，儿子成了我的朋友，每天陪伴我[呲牙]
江苏,生孩子的意义，几乎每个父母都能写篇小作文，但谈到结婚的意义，只有一堆省略号。
河南,评论区在道德绑架
贵州,我的饭搭子，游搭子，玩搭子[比心][比心]
辽宁,父精母血的延续，是生命的延续，更是 你我他人生的起点。
四川,我已经和我弟弟重新过了一次童年呢
广西,我自己是孩子，我觉得没用，副作用大
重庆,可能我是另外，我不喜欢小孩也不想养[微笑]
广东,累是真的累 看到娃笑 也很开心[捂脸]
贵州,我爱我的孩子。也爱我的父母。爱我的爱人。也爱我自己。孩子也是自己
四川,治愈我的一切，有了他才发现有什么叫超幸福
四川,我爸一点不沾，打个电话把你说的一无是处，气的要死
江苏,她给我的生活带来了欢乐，带来了期待和希望，我爱我的女儿[不失礼貌的微笑]
安徽,我真的好爱我女儿[爱心]
福建,不劝人生孩子 不劝人不生孩子 ，选择都是自己的
陕西,有时候也会对他的吵闹发脾气，但一想到有一天自己要学会跟他说再见，看着他的背影慢慢远去，自己心里一阵酸楚。我怕他长不大，更怕他长大。当了妈妈了，才知道，原来这一辈子还会有一个人能让你可以付出生命去爱。
河南,别去憋你的孩子或者闺女，她不想你陪伴一辈子。每个生命都有自己的价值体现，或许你的价值体现是养出来一个自己所谓完美的姑娘，但是，这不一定是她所想
山东,感觉生活有了意义
内蒙古,能让我和我妈每天每天捆绑在一起，不得不接受她对我的从头到脚的批判，逃无可逃
内蒙古,给予父母太多的欢乐和精神支柱
陕西,没用[看]
山西,最中肯的一句话：你好像变回了小孩子，又经历了一次童年[比心][比心]
江苏,生了小孩，这半年孩子经常咳嗽感冒发烧，已经让我精疲力竭，一万个后悔生孩子，不知道这样的日子要熬多久，每天晚上都焦虑的睡不着。。。
安徽,我觉得本该如此，看着孩子成长好像在治愈自己的童年。
山西,在和她爸爸吵架，孩子放她爸爸屋子睡觉，哭着央求爸爸带她找妈妈，爸爸无动于衷，然后我自己去找呀，一路哭，最后来找我，我还告孩子以后就和爸爸生活了，孩子没有说话，突然说了句，妈妈我爱你，所以我来找你，我真的一下子破防了，孩子是我的全部。现在睡着了，孩子还一直啜泣。  如果没有强烈感情基础，真的不要生孩子，生了一定要负责任的
上海,等你成为孤老，就知道生小孩有多重要了
重庆,少了她，你的人生将毫无意义[赞]哪怕你腰缠万贯，富甲一方[看]
重庆,亲一亲我的宝贝，好幸福！
河南,没孩子的时候不太喜欢小孩热衷于小狗把狗狗当孩子 家里人都说不让我养狗了说我因为养狗才不喜欢小孩的 其实我也不知道为什么不喜欢孩子可能性格就是这样吧 后来怀孕了知道的时候我马上像换了个人害怕磕碰害怕辐射害怕甲醛更害怕产检不过也会因为医生一句话害怕的哭原来是特别要强的女孩子 后来生出来又害怕她生病害怕受委屈害怕她被我照顾的不好偶尔也会觉得有点烦但是我现在觉得我的生活好有意义每天她看到我就对我笑让我抱抱比让我吃一百吨糖都心里甜 朋友都忙着旅游看世界我忙着带娃照顾宝宝我觉得我这样才是人间烟火味吧 虽然以前我也特别喜欢出去旅游但是现在只要宝宝在我身边我愿意每天在家呆着
贵州,做了父母才知道，其实不是孩子离不开父母，而是父母离不开孩子
河南,就像那句歌词一样，童年的纸飞机终于飞回我手里[调皮]
广东,他不是用不用的定义，而是我生命中最特殊的存在，每一天都是
广东,对我来说跟我她不需要多有用，我好好爱她就够了，以后她能平平安安健健康康能自力更生就好了不用大富大贵怎么样，看见那个掌掴婴儿的视频真的气死了怎么有这样的畜生
广西,有了孩子，更加懂得了父母
山东,我很震惊，竟然这事，成了被人提出来的问题。
安徽,当然是为国家创造生产力，增加gdp
广东,还是能让你找回童年乐趣
广西,"我们 什为 么要生孩子
在 四三 十岁的某一天，你 突会 然发现，生 中命 最好的事，都 经已 发生过了，剩 的下 只是重 和复 老去，一年年，一天天。
而 子孩 会冲走重复，让 活生 重新变得未知。 Ta让 烦你 恼，让你牵挂，让 欢你 喜，让 惊你 讶，让 再你 经历一次童年，让 明你 白当年 母父 的心境，让 有你 理由买曾 求经 而不得 玩的 具，让你 痛在 苦时坚强，在 机危 中冷静，让 看你 到童 时年 的自己，看 他到 的勇敢，他 好的 奇，他 局的 促，他的不安，从 更而 好的 解理 自己，接 自受 己。
父母养 了育 孩子，孩 也子 陪伴了父母，父 和母 孩子滋养 彼了 此，也成就 彼了 此。在飞逝 时的 光中，他 未让 来有所期待。"
山西,我没有这样的智慧。可后悔已经来不及了
河北,别逼孩子光学习，让他快乐健康来一次人间
湖南,孩子，碌碌无为的我，变的有意义。
河南,一边时常崩溃，一边一眼看不见就心里空落落的，挂在嘴上的是后悔生小孩，心里却是还好我有一个这么可爱的小宝贝
浙江,我不知道生孩子有没有用。我只知道我爱我女儿，是我女儿让我觉得自己有家，自己完整了。没生孩子之前我不理解母亲的唠叨。有了孩子以后，我爱我妈的唠叨，带孩子很累，了我觉得好幸福
四川,看清婆婆的假仁假义，看清老公的冷漠无情，看清一切。
江苏,生孩子是为了让我觉得不过如此的人生变得幸福，乍看之下是我在照顾他，其实是孩子缝补了这残破的人生。
山东,没办法给到你一个完美的原生家庭.我想告诉你的是 你有妈就够了. 我会努力工作 咱娘俩以后日子一定会越来越好[感谢]
河北,闺女哈喇子留我一嘴[泪奔]
河南,我父母说你得给人家生一个啊！我都还没决定要不要结婚就开始催了
河南,完美嘴替[泪奔][泪奔][送心]
山东,这视频不是明显被剪辑过了吗?还在这聊，明显恶意剪辑啊[尬笑]
江苏,关键是不生孩子也存不到钱[捂脸]
安徽,看着旁边熟睡的儿子 我哭了[抱抱你]现在是他最需要爱的时候 有时候自私的希望他一直这么小 一直需要我们
江西,感受和体验这人世间的不同角色吧，就像去游乐园买的全票，当然要把所有项目都玩一遍。
江苏,谢谢老师，[比心]我也觉得健康就好，其他随缘吧！
云南,我烟戒了，游戏也玩不了了，想吃啥也舍不得买，衣服裤子也开始买便宜的了[泣不成声]是不是觉得我很惨[泣不成声]但我告诉你们孩子出来的那一刻，我觉得这是我最有意义的时刻[泣不成声]以后我老了，走了，我的一部分还在他的身上延续，他替我活着。
黑龙江,最近很粘我，很招人喜欢，磨人的时候也真是生气
陕西,有了孩子才明白，不是孩子需要我们照顾，而是孩子来陪伴了我，她就是我在这个世界的美好
安徽,[看][看][看]
湖南,反正我小时候没有的羡慕别人的，现在都会给我的孩子，我也不需要他跟别人比，只要快乐平安的长大就好了
山东,我可以很负责任的告诉各位，当人的激情褪去之后，就靠自己的孩子活着。
四川,我宝宝来陪我。我谢谢宝宝选择我做妈妈。
辽宁,感谢我的儿子，让我的生命这么完整
河北,我儿子，我用生命去爱他
IP未知,说的对，但如果有可能要把她培养的更好，因为没有知识以后难健康和快乐[微笑][微笑]
贵州,从未后悔拥有孩子
陕西,刚生完二胎，用生命换来的宝贝，她改变了我，她成全了我，渴望自由的自己彻底因为他们而沦陷，不愿再飘浮，不愿再懒惰，这个让我甘愿付出所有的人，是她温暖了我[比心][比心][比心]
江西,确实靠不住爸妈养我这么大好像也没什么用
天津,人不能自私，活着就是责任，来了就是传宗接代培养下一代，不断延续这就是活着的意义大自然地球的存在性。
河南,之前我问我妈妈 如果你没有我们三个孩子你和我爸估计每天吃香的喝辣的 我妈妈说 我的说法是不对的 孩子就是她挣钱的动力 如果没有我们 他们的日子也许没有这么多的期盼 也许就是平平淡淡 没有这么大的动力去打拼去努力
北京,但进了养老院，有孩子和没孩子待遇也不一样[流泪]
河北,以后我儿媳妇和儿子做什么决定我都尊重，前提是夫妻俩商量好，我绝对不会干涉任何事
山东,养老院，老年公寓，你孩子如果有钱，关系硬，在敬老院人家拿你当回事，你要是没有孩子，没人撑腰，在里面拉裤子里都没人管你，还怕什么，还想生活的好，过的好吃得好，理想跟现实还是有差距的
海南,好多上海阿姨都是这样想法，我觉得她们想法好超前，看得好通透
IP未知,对对对  没有下一代发展    振兴中华       老年公寓   好的嘞   谁给你盖    谁给你种粮食    谁给你做饭    好的嘞   钱都没人给你印刷
山西,虽然我知道没啥用，但是有了孩子我才懂得原来我可以这么热烈并且不求回报的爱一个人，这个过程我特别幸福特别快乐
湖北,曾经我的心里荒芜一片，直到有一天，有一个人在我心里埋下了一颗种子，后来我的心里就开满了玫瑰，我爱我的玫瑰，因为他让我觉得这个世界是那么美好，
上海,玩伴 太幸福了[坏笑][坏笑][坏笑][坏笑][坏笑]
河北,希望以后抖音刷到的世界都是美好的。……
河北,[尬笑]小时候过家家的梦想实现了……从小就喜欢当妈妈，
河北,总得看看自己小时候什么样子吧
山东,听哭了，这个图片也很好，当头像[流泪]
湖北,以前做任何事，都会想这样做有什么意义和好处。但是现在作为一个一岁半孩子的妈妈，看到这个话题，我想说，生孩子这件事，对于我来说，我不求有好处。孩子在出生前，他一直在天上挑妈妈，刚好，他遇到我了，于是选择我成为了他的母亲，这便是我们母子之间的莫大的缘分。既然他相信我，那么我也会不让他来人间因为选择了我而后悔。虽然现在的我为了照顾他而失去了自由，疲惫不堪，但是，每当看着他在自己怀中熟睡的小脸，醒来就喊的那声妈妈，一切疲惫顿时烟消云散，幸福不过如此，所以正如大家所说，并不是我们做父母的在陪伴孩子，而是孩子在陪伴我们，他带给我巨大的惊喜、感动和力量，让我直面人生的一切困难和挑战。
海南,建议主页的视频封面弄成固定的，不然闪的眼花根本看不到是什么话题
云南,要孩子是为了建设祖国！
山东,没啥用[笑哭]
上海,有了宝贝以后才知道，和她一起玩太幸福了[泣不成声]
浙江,有了宝宝，你的另一个心跳在那里。你就觉得一直为她操心，每天忙不停，让我知道一天居然可以过得那么快那么累，但是转过来一看她，什么累都忘了！
重庆,我才生娃 16 天，想到孩子一天天远离我，就挺难过的[泪奔]
陕西,可能是再苦再累，都觉得生活是有希望的
浙江,问你一个问题：你怎么来的？
广东,我爸属于那种  自己也没多少钱  整天嫌弃我赚钱不多  又要我赶紧结婚生子   他又承担不起费用[尬笑]
黑龙江,将来我要找个无精症的男的[流泪]
上海,说实话，要是人人都这样的想法了。不生孩子了。你老了你出去外面就全是老年人。年轻人没几个你看看你生活还过的好不好，到时候老年人都要自己建房子，老年人要承担所有的劳动力。不然生存都难你们还觉得好嘛[裂开]
上海,这个东西讲不通的人永远讲不通就的[玫瑰]
江苏,这才叫通透[赞]现在很多人还是一个想法，你不生孩子你老了怎么办[疑问]怎么办？看着办[呲牙]
江苏,我感觉儿子就是小时候的我，我明白我的成长过程中有很多不完美。所以希望在儿子身上能改善很多
广东,不求孩子完美，不用替我争脸，更不用帮我养老，只要这个生命健康存在，在这个美丽的世界上走一遍，让父母有机会与他同行一段。正如龙应台目送的最后一段，我慢慢地慢慢地了解到，所谓父女母子一场，只不过一你和他的缘分就是今生今世不断地在目送他的背影渐行渐远，你站在小路的这一端，看着他逐渐消失在小路转弯的地方，而且他用背影默默告诉你，不必追，换个方式去爱孩子，只要他他健康快乐，足以与所有父母共勉，
辽宁,没有用
河北,为了孩子，我游戏都戒了…
浙江,确实烦，也确实累，但是更多是和这小家伙一起成长[憨笑] 再累也有个念想，有个支撑
四川,生孩子的意义，是在于让自己完整
内蒙古,多一份情亲
江西,[抱抱你]必须得生娃吖
浙江,养着养着就大了[哈欠]
山西,生了孩子以后感觉她就是我的动力，多累都会对她笑[不失礼貌的微笑]
广东,我当了二十八年的孩子，养孩子有没有我能不知道？
江苏,孩子成年后得体的退出背后，大多数都是恩爱的夫妻，他们也想过自己的二人世界，要是父母感情不好，他们就有闲心来关心别人了[泪奔]
河南,生命的延续，爱的延续！他们是来弥补我们童年遗憾的，和自己的过去和过不去一点点的和解！我只想让他们健康平安幸福快乐！[比心][比心][比心]
广东,治愈自己
广东,现在中国人年纪大的人三观，还没有到达这么通透。，极少数个别认为这样子吧。认清现在的社会观，不乱多生孩子，理智一点，现代年轻人普遍性都不愿意生孩子了。别人觉得是自私，可是尊重自己也是大事。
四川,不这样想 如果我有钱有能力 我还是会要一个孩子 来治愈自己童年所受的伤
辽宁,工作很累，生活很苦，但一开家门就听见女儿高声喊爸爸，每天就都有期待
广东,钦佩一种父，他们在孩子年幼时给予强烈的亲密，又在孩子长大后学会得体的退出，照顾和分离，都是父母在孩子身上必须完成的任务，亲子关系不是一种恒久的战友，而是生命中一场深厚的缘分，我们既不能使孩子感到童年贫，又不能让孩子觉得成年窒息，做父母是一场心胸和智慧的远行，不仅是做父母人生的许多时刻，都应该懂得进退，经常有人聊起要孩子是为了什么，传宗接代还是养儿防老，终于听到一个令人感动的答案，为了付出与不求孩子完美，不用替我争脸，更不用帮我养老，只要这个生命
重庆,就是一个又爱又恨的小崽崽
云南,最简单的来说，你可以理解为，人生就是你自己做主角演的一场电影，“父母”是我们人生中可以选择演与不演的一个角色，想体验就演，没想清楚尽量先不要演[看]
辽宁,你看看有用没[憨笑][憨笑]
湖北,毕竟格局大的人很少[捂脸]
辽宁,这么说吧，现在唯一能让我笑起来的就是下班回家我开门那一瞬间，我闺女冲我跑来让我抱抱举高高
湖北,是不一样的人生态度体验[流泪]
安徽,生孩子的意义就是 你觉得生活没有意义的时候 一想到自己可爱的孩子 强烈的希望满身袭来 生命有了奔头
广东,可以让你知道你的忍耐极限到哪里
四川,怎么？鼓励生娃软文？？？[微笑][微笑]
甘肃,一段非常认同的文案[赞]
广东,我之前也是不喜欢孩子，生后慢慢才发现，原来是她在治愈我，而我也和你再一次经历一次童年，是我在心情不好，各种天塌的事下来的时候，转身看到你笑笑的拍着我说，妈妈我爱你，那一刻，命给你都值
浙江,就是回到家打开门就会觉得很幸福
广东,你会得到另一种爱，与父母伴侣不同的爱
IP未知,我的宝子
山东,世界上所有的爱都是为了相聚，只有父母的爱是为了分离。
山东,去医院看看就知道了
黑龙江,我以前不是这么想的，现在我也觉得该这样，我养的孩子我就累够呛，现在我不想让孩子也这么累
重庆,我妈永远刷不到系列
福建,我一直认为孩子应该是是爱情的结晶，不应该被当作目的、工具、人生的硬性需求，这应该是一件水到渠成情到深处的结果，而不是作为婚姻的先决条件、利益的瓜分筹码、人生的衡量标准[感谢]
广东,我妈妈也是这样，上次跟家人说了好几次我妈妈一直支持说可以不结婚可以养我呀带我去旅游
广东,就像我 通透的太晚了 结了婚还搞了三个建设银行[尬笑]
安徽,以前觉得孩子离不开父母，自己做父母才知道，是父母离不开孩子…
广东,你们有没有发现，能做到的更是孩子他爷爷奶奶外公外婆，父母能做到的比例真的远远不够
浙江,[捂脸]这个答案肯定是没有生孩子的人想出来的，或者家里条件不错，平时不忙带孩子不辛苦，或者非常喜欢带孩子，最后一种情况就是极其乐观的人，而且家庭和睦。
上海,养孩子的时候想的应该是，我已经为孩子准备好了一切，而不是，我已经废了，生个孩子，看看我孩子能不能行？
北京,这是生孩子的好处吗？
河南,生孩子太疼了
辽宁,可我的父母并不懂得放手
湖北,拥有两个铁塔子呀。
广东,可爱就行，下班回家看见他就好开心[比心]
山西,生了闺女虽然照顾她，会让我抑郁，但是每当因为她淘气我对她发脾气，她还是会义无反顾抱着我，说我爱你妈妈，我就觉得我我还行，[泪奔]这个世界还有一个人这么爱我的感觉真好[捂脸]
辽宁,做妈妈的感觉真的很棒！如果有下辈子，这个机会我一定让给别人！！[捂脸]
四川,不是我照顾他，是他来陪伴我。
辽宁,去医院看看一看吧，尤其是那种老年病房，🈶️孩子，真的挺好的，一代一代的教育，孩子越来越孝顺，是真的
安徽,我来回答你们，一个字：爱
重庆,他容易开心，无条件的爱我。感觉生孩子治愈了我焦虑的人生。
天津,当你第一次听到他喊你妈妈时，你会觉得原来听到他的声音真的很感动。没有孩子虽然很自由，但有了孩子你才能过的更充实，更有意义，不求他有多么优秀有多么孝顺，只求我能慢慢陪伴他长大只求他开心健康[抱抱你]
北京,父母不在了，觉得世间无味，人性阴暗，后来有了自己的小宝宝，他就像阴霾里透出的一道光，把我从深渊拉出来，是他救了我[爱心]
黑龙江,其实有个问题困扰我很久了，为什么要延续种族，延续种族有什么益处？
浙江,我觉得生小孩，是你自愿的问题，你爱自己的小孩，自然会愿意付出钱跟时间精力，而不是计较一些得失，不要想着孩子长大之后，去索取
陕西,43了，随时被老母亲骂不听话，做啥都想掌控[裂开][裂开][裂开]
重庆,当我在外面工作累了，回到家，看到快到两岁的儿子奔向我，带着笑容，叫着爸爸，感觉所有疲倦都烟消云散了，以前有朋友给我讲过这种情景，我很费解，劳累可以因为看到孩子都烟消云散？现在，我理解了
安徽,我什么也没有，但我又什么都有
江苏,女儿马上两岁了 [调皮]
湖北,所以到底有什么用呢，也没说答案
北京,没啥用[捂脸]
辽宁,生命的延续
辽宁,健康开心快乐就好
广东,父母要学会放手，让孩子奔赴他的人生，但是孩子回头需要父母，父母毫不犹疑做坚强的后盾就足够了
北京,我小时候渴望得到的，全部给孩子，用心陪伴，现在成了我的小闺蜜+旅游搭子。[呲牙][呲牙][呲牙]
云南,大概，看到他，仿佛看到小时候的自己，补全那段缺失的模糊的记忆吧
IP未知,我儿子是我生命的延续，让我余生有了更加努力的动力
陕西,最不后悔的事情就是生了我女儿
福建,儿孙自有儿孙福 没有儿孙我享福[舔屏]
山东,奶奶活的很通透
浙江,我外婆去老年公寓住了一段时间，现在我舅舅舅妈要接她回家她都不肯回去，她说在养老院找到很多朋友，回家没有朋友！[捂脸]
青海,"突然发现，生命中最好的事，都已经发生过了，剩下的只是重复和老去，一年一年，一天又一天。
而孩子会冲走重复，让生活重新变得未知。
他/她让我们烦恼，让我们牵挂，让我们欢喜，让我们惊讶，让我们再经历一次童年，让我们明白当年父母的心境，让我们有理由买曾经求而不得的玩具，让我们在痛苦时坚强，在危机中冷静，让我们看到童年时的自己，看到他的勇敢，他的好奇，他的局促，他的不安，从而更好的理解自己，接受自己。"
四川,只要他平安健康快乐足矣。
河南,4月闺女出生以后，不管何时何地想起闺女都会不自觉微笑，[不失礼貌的微笑]
浙江,95年的告诉你，在医生抱出来的时候的那一瞬间，看到捧在怀里的那个小家伙时，真的感觉是被融化了，就感觉生命真的好奇妙，就觉得，就觉得有这么一个小布点，是和自己血脉相连，是自己的骨肉，是真的觉得好神奇。你可以参与他的每一分长大，你可以在每个夜晚，才懂得当父母的伟大，可以在他牙牙学语的时候，感慨孩子一下子长大了，可以在他放开你的手肆意奔跑的时候，感觉瞬间有种欣慰的成长，可以在一天忙碌工作后，看到他的那一刹那，就会觉得一天的忙碌都不是白费。真的，我很爱他，我的骨肉，我的宝宝[惊喜][惊喜][惊喜]
贵州,是的 只求他们健康平安大富大贵[呲牙]
北京,我的宝 希望你健康快乐每一天
四川,最爱和闺女一起拍照了，老婆在旁边看着都羡慕[看]，有孩子是真的幸福
安徽,是为了弥补自己的童年
辽宁,我跟我的丈夫说过，等孩子长大了，不要管着她，不要让我们成为孩子远行的负担和牵绊，如果家庭条件好，就去养老院，大家一起养老，如果条件一般，就两个生活，孩子是我们在一起过的证明，如果我们走到最后，那我们会成为她日后结婚的榜样，让她知道，这个世界上也有幸福婚姻，如果不幸，我们没有走到最后半路分开，哪怕她说，不想结婚，也要尊重她的选择，因为陪伴她人生的只有她自己，自己的一生想怎么活就怎么活，不要为了任何人，做出任何违背自己本心的选择
四川,希望他开开心心
四川,孩子的微笑是我觉得这世上最治愈的良药
