ip_location,content,label
西藏,我八十几岁的外婆还要操心五个子女的生活，担心这个高血压担心那个糖尿病，没有享福，这么一看，还不如不生不养。当你生养孩子不是为了养老，不是为了所谓的延续基因，不求任何回报，而是有能力有决心把他培养成一个人格健全心理健康的完整的人，那么可以生。,1.0
未知,该评论已丢失,1.0
山东,[哭惹R][哭惹R][哭惹R]鼻子变大，颈纹变深，手指头变粗，都是不可逆的我敲！！！,1.0
广东,真的超爱他们两个,0.0
浙江,我们那个年代的时候怎么样怎么样怎么样，最讨厌这句话[绝望的凝视][绝望的凝视][绝望的凝视][绝望的凝视],1.0
西藏,不生孩子等于不孝顺，好奇怪的观念，父母和孩子都是不同的个体啊，,2.0
湖北,我们科的一个爷爷，三个儿子，昨天手术的时候自己去的，说孩子在上班，没时间过来,1.0
江苏,呵呵65之后有孩子的孩子他自己也有家庭了[doge]你可别烦孩子了,1.0
未知,……恰恰相反，我身边的女性包括我奶奶姑姑婆婆都是到了一定年龄还保持学习心态或者能力的，她们自己生活也能活的很好，相反她们的另一半到了相同年龄就失去了学习能力什么都不会…所以上面的人说的理由我并不能接受。孩子生来就是独立的个体，如果只是为了自己老有所依，自己想到啥也不会的父母是什么心态，再代入下孩子吧！,1.0
未知,我啊[笑哭R],1.0
未知,40了，不想为了生而生，自己经历了生离死别的苦，不想孩子也经历。目前老公随丁，将来不确定，但只要他坦诚我愿意放手离婚，毕竟上半辈子他尊重我，下半辈子我也尊重他。,2.0
未知,谈恋爱前就问了 因为是他追我 我说我不想生孩子也不想结婚 他说没问题 在一起后天天说要结婚 烦死了[汗颜R]有一次我玩旅行青蛙因为跟我姓 叫曾青蛙 他怒了 说为什么不跟他姓,2.0
贵州,其实我的想法要是自己能挣钱，有实力，这辈子可以真的不用结婚，如果遇到一个你最爱的人，或者他也爱你爱到骨子里的在结婚，因为一辈子很长，跟一个人在一起一辈子一定要了解清楚了，不要糊里糊涂结婚，生了小孩，孩子着罪,0.0
新疆,对，就是这样的，只希望快乐健康的在这人世间走一遭,1.0
四川,有小孩 老了就有依靠吗？,2.0
未知,其实，作者提到的问题，有孩子的人也会遇到的。1孩子是否照顾本来就是父母缘问题。2养儿不为防老，很多孩子出国留下父母也有  反正我觉得丁克更开心～,2.0
未知,为啥要把妹妹快递到外婆家呀,1.0
未知,看情况吧 因为遇到一个好的另一半不容易 他能给我生的勇气我可能会生,0.0
未知,不想，因为我怕疼（我有一次木头扎刺取不出来还去医院来着[笑哭R]，没开玩笑也不是矫情）而且我就是喜欢自己瘦瘦的，我是属于吃不胖（也可能我没有吃太多）但生孩子一般就会胖，那我也懒得减肥，但我又想让自己好看,2.0
四川,你觉得没有好处那他就没有好处，当你问出这个问题的时候就证明你还没准备好要一个孩子，可以再等等。会有一个时间让你突然做出决定，那就是答案,0.0
天津,只想点赞 配图是你吗,1.0
上海,我想问，这位老人自己有子女吗？如果有，大家听听就算了，因为她不管怎么说 她自己都是有退路的。特别是女人，年轻的时候丁克没有压力挺潇洒，等年纪大了男人又改变了想法想生孩子，你又生不出，他去找别人生的时候才悲哀！老年公寓也是个小社会，也有各种磕磕碰碰不如意，当你安静的呆着的时候，回忆里都找不到一个值得你牵挂惦记的人，没有念想那才是真的孤独悲哀,0.0
未知,只要父母不催 一切都好说,1.0
广东,我外婆前段时间住院了，儿女们知道后都去医院探望，第二天7个孙子孙女们也从四面八方回来探望外婆，还带上曾孙。那时候外婆的脸上都洋溢着幸福的笑容，还跟病友护士们介绍她的儿女 儿孙 曾孙……旁人都投来羡慕的眼光。那一刻我明白了养育后代的意义,0.0
未知,暂时不知道除了生孩子人活有什么意义[哭惹R],0.0
未知,成年人了，就要为自己的选择负责。博主说的有道理。,1.0
未知,以前养孩子是一种娱乐消遣 也能给家里添个帮手 是有利可图的,0.0
未知,大家是不会随便暴露的,1.0
山东,没啥变化呀,1.0
天津,我艹，看完这评论区我踏实了不少！原来大家精神状态都这么好啊[飞吻R],1.0
未知,突破[捂脸]了你还有时间了吗,1.0
广西,可能你很穷，过得很不如意，感觉自己很不幸，但是孩子到来那一刻，你就有了方向，有了动力，有了幸福，穷有穷的活法，但是希望不是有钱就能有的，知足常乐！我爱我的孩子！孩子健康就好，就算吃点苦，那也不怎么苦了。生命的过程谁能看到终点，也没人能决定你的终点，生命也不是为了终点而生的，体会过程！有得有失，别看太重！！如果你是个自私的人，大可不必看！！因为你永远都不想跳出自己舒适圈！也永远不能体会到除了钱以外的幸福快乐[抠鼻],0.0
湖南,我180后我也认同奶奶的说法。看我儿子女儿结不结婚，生不生小孩，随他们！如今这种状况，能养活自己已经非常的不容易。一个人的寿命就那么几十年。还不如自己开心点。,1.0
重庆,她是我生命里的一束光，她的到来照亮了我的人生。感谢我的女儿选择我当妈妈。她是我生命里缺一不可，而我在她的生命里亦是如此。,0.0
未知,如果我爸妈当年养了猫估计就不会有我了[笑哭R]把我养大之后我爸恐孩了 我妈说我小时候他一听到二胎脸都吓白了 养孩子只有不怎么出力的才会想二胎[笑哭R],2.0
未知,岁数大的同事都在问什么时候生孩子，毕竟他们内会毕业就分配 分配顺带着就有房了。年龄小的有孩子的同事都在说 千万别生，除非你真喜欢,1.0
广东,什么都不公平，工作压力又大，读书好但是没有背景，也是这样的。我不觉得我的小孩出生会快乐和幸福。,1.0
湖南,同岁，已婚倆娃了,0.0
未知,你好棒啊！,1.0
未知,生不生小孩最大的压力来自长辈吧,1.0
山西,怎么说呢，虽然不能成为你，但是理解你，羡慕你，支持你,1.0
未知,为啥要生孩子？讨厌小孩的完全找不到生小孩的好处,2.0
安徽,不怀孕其实也衰老的，你这都还好，我35还没要孩子，现在面部塌陷，泪沟严重，发腮,1.0
广东,是我们的青春与生命的延续。,0.0
甘肃,好看的[飞吻R],1.0
四川,气死人[捂脸][捂脸],1.0
天津,能活一天是一天 能活一年是一年 后面的日子 谁都不好说,1.0
辽宁,你确定能活到105？？[笑哭R],1.0
未知,我感觉这就像热恋时的诺言，但是一旦过了那一段，你两之前达成的任何共识都没用，要走的人还能留得住？没孩子你就能确保对方不在外面生一个？生了孩子后你就能肯定对方不会改变？所谓多少费用，生也好不生也好，都是取决于你和什么样子的人在过日子。两个人月收入加一起一万，懂得知足，互相体谅，生个孩子照样幸福美满！,2.0
浙江,我的宝贝  他会让我快乐,0.0
陕西,就我这身体素质还指望活到75？,1.0
重庆,结婚首先是对方选择了你，生子同理。这是需要支付代价的。,1.0
中国澳门,助产师给我掏胎盘的时候，我老公爆哭，后悔没录下来[笑哭R],0.0
未知,每个人活法不同,1.0
河北,要是这么下去，再过几代就绝种了,1.0
未知,为啥我公公婆婆勤勤恳恳大半辈子，我老公却懒得生蛆,1.0
吉林,因为自己，创造了一个新的生命，看着他成长，人生最幸福的体验。。。,0.0
广东,说得好,1.0
未知,生也好不生也罢，我觉得最重要的是经过认真的考虑和规划，对自己的决定负责,1.0
山东,85-90，105岁，孩子可能已经不在了[doge],1.0
上海,为啥还要发微信？我老公一直在旁边陪着[笑哭R],1.0
辽宁,我是莫名其妙有了，就没打，但想说一句想生就趁早要么就坚持[哭惹R],0.0
广东,可是我只听出了父母的使命，还是不懂生小孩是为了什么,1.0
青海,一个人不好吗，挣点钱自己花，想买什么买什么，吃什么就吃，结婚了还得养家[捂脸][捂脸],2.0
未知,如果我男朋友明确表示不生孩子  没有选择性问题  对我也好 那我会跟他在一起一辈子  如果他要孩子，，，，，我还没做好准备 我可能最后还是会离开,2.0
未知,对的我也是养过猫才知道养小孩只会更难，我知道自己照顾不好也不会给他多好的生活也请他别想打扰我规划好的生活[doge],2.0
广东,有钱就一直爽，没钱啥年龄段都不爽。,1.0
未知,可能生了小孩，老年也一样会孤独吧，毕竟孩子不能总在身边陪伴着,1.0
广西,原来我也是这种想法的，敌不过身边那些没结婚好像犯法了一样的人,2.0
云南,他问了好多我小时候好奇的问题，比如人为什么会死等等，小时候我问出同样问题的时候我的父母只叫我不要瞎想，完全没有回答我，我儿子问出来的时候，我带我儿子看了纪录片，讲解给他人离开世界有意外有生病有老死各种，所以人为什么要珍惜现在的每一天，所以我觉得孩子的意义就是你自己重新养了一遍你自己但是确是以你自己想要的方式,0.0
未知,好好生养是要考虑这些问题的[微笑R][微笑R][微笑R],1.0
阿联酋,也不用抨击把孩子当成精神支柱的人，我妈妈也是这样的人，她在这样的社会大环境下，她是一个普通的妇女，她把我当成她的精神支柱，把我当成她爱意的宣泄口，有很多麻烦她也找我，有很多负面情绪她也只能和我说，她没有错，而我也不觉得是负累。同时我也需要她，妈妈也是我的精神支柱，也是我最相信的人。我们都在做独立的大人，都想成为快乐而充盈的人，但是又有几个人能做到？不完美的我们彼此无私的爱着对方，这是母亲和女儿的爱，这是至高无上的感情,0.0
浙江,没孩子你不一定能赚到养老钱，有孩子才有动力赚钱[微笑],0.0
未知,谁人不是独自离世？个中滋味如人饮水，一堆至亲围在身边也无济于事，跟丁克与否无关；如果说后世有人料理，那完全无需操心，死了还在乎什么？我姥姥一堆子女，四散他乡也无法扫墓。没有任何意义。当下是我们唯一可把握的。,1.0
上海,事实证明有孩子也不咋地，我的领居老奶奶家里好几个孩子，有几次孩子来吵架警察居委都来了几次，之后没多久吧去世了。去世后房子被她的孩子卖掉了。,2.0
广东,不生孩子咱两以后去养老院待着享福[微笑袋鼠],2.0
未知,我身边的人也都生孩子了，但你不能光看身边认识那么些人啊，你得看大数据啊？,0.0
未知,还有这好事？,1.0
宁夏,因为他们是好人，亲,1.0
广西,要睡够,1.0
天津,我就不一样 我是因为讨厌孩子[微笑R] 烦死个人 现在b家长也不带管的,2.0
上海,最大区别是：不生孩子可以在网上长生不老[石化R],2.0
未知,我男朋友说我怕疼，不生，反正有他哥[笑哭R]虽然不知道以后会不会有其他方的压力，比如他爸妈或者我爸妈。反正只要我两不要就不生，如果想要也最多一个。,1.0
未知,很多人觉得是贩卖焦虑，我倒觉得博主很通透， 什么都考虑清楚  交流好，避免孕后 产后的不愉快！  生孩子前考虑清楚才是对孩子负责。,1.0
未知,孩子因你而来，不是为你而来,1.0
河南,多一个人生体验…,0.0
辽宁,我恐育，暂时选择丁克。说暂时是因为也不知道一辈子到底会不会改变想法，但我觉得可能性挺小。我不鄙视生孩子的朋友，但我十分鄙视没钱还一生生一窝，然后只管生不管养的家长，感觉又蠢又坑人。,2.0
四川,一年前100斤美颜相机拍的,1.0
未知,什么事情都说开了，说好了，才会有心理准备，而不是在你最虚弱最无助的时候去处理这些事情，只是将事情提到前面来而已,1.0
未知,生不生都是个人意愿，没啥，只要别站在自己的角度去指责别人就行,1.0
美国,1，2，3跟我一模一样,1.0
英国,有的生了没老就已经开始可怜了,2.0
广东,好想认识你[害羞],1.0
江苏,丁克也是一种无奈的选择！,0.0
未知,我很爱我的孩子，但是我觉得生孩子养孩子不是一件简单的事，如果是讨厌孩子或者自私的那种人真不要生，我见过那种生了不管的人，感觉孩子好遭罪,0.0
美国,感觉除非讨厌孩子没人能真正丁克[捂脸R],0.0
福建,有孩子确实有盼头而且热闹一些,0.0
未知,在大学[笑哭R],1.0
贵州,说的太好了，我喜欢[赞][赞][赞][赞][赞][赞],1.0
加拿大,同类。不确定自己能胜任母亲这个重任。也不是每个女人都要去演绎母亲这个角色的。我只想自己活明白了就行，且有爱我老公一枚了，足矣。,2.0
江苏,老了就是很可怜的，跟孩子有什么关系，孩子也嫌弃，久病床前无孝子，老了孩子就不老了？我奶奶90了，我爸都不喜欢不愿意照顾都扔给我妈，在其他儿子家还被骂，被骂还不给饭吃,2.0
未知,居然在评论区看到好多男的 配享太庙[哭惹R],1.0
重庆,00年不婚不育，不要婚姻和孩子这种额外的责任和负担[笑哭R],2.0
山西,让你笑，让你哭，让你哭着笑，让你笑着哭,0.0
浙江,感觉没变，又感觉什么都变了,1.0
河北,宝妈感触：有娃很幸福但不快乐,0.0
北京,感觉你没啥变化啊，就是没有刘海了。,1.0
未知,我女朋友就很喜欢孩子，还说要三个[哭惹R]救命,0.0
山东,一年不睡整觉，变老算啥，没嘎还活着就已经很神奇了[捂脸R],1.0
未知,其他不知道。备孕体检为什么要4000+啊？我们打算备孕，年初刚做了每年例行的全套体检900（出了没做胃镜其他全包，包括各种CT），又去妇幼做了免费的备孕的体检。妇幼有加钱的基因检测3项总共2800。我觉得我们这查的很全了，不到4000[笑哭R],0.0
四川,36岁，不想养孩子！第一，自己对养孩子这件事无感，看着身边养娃的同学朋友接送辅导就焦虑。第二，养娃成本太高，这几包括时间和精力。总结，如果养娃能像养猫狗一样简单，我会愿意养一两个。,2.0
未知,以前生孩子顺理成章 没有课外辅导，没有现在这么多五花八门的额外花销，房贷 车贷 ，回到80年代 我愿意生 越多越好 现在不行了 行医院到学校到结婚 我怕我给不了他想要的，不想50岁去做清洁工给他攒结婚的钱,1.0
河南,其实男方是独生子的话，想要个孩子也可以理解，但是这终究是两个人的事情，女孩子不愿意的话，也不能强迫,1.0
北京,那些說要孩子沒用的，晚年就等著受罪吧,0.0
吉林,几年前我关注了评论区里说不生孩子的人，并截图。然后昨天我挨个点进去主页，发现大部分都发了生孩子[泪奔]对，我好奇心就是这么重哈哈哈,0.0
未知,爱生牛马随意，反正爷不陪你们玩了,2.0
江苏,生娃不会，带娃才是罪[哭惹R],1.0
山东,我总感觉生小孩就是养了一个高级宠物，把她养大就感觉自己很牛逼[泪奔]真的,0.0
广东,不行，要开始健身锻炼，争取70开始跟护工pk，做养老院大王[微笑R],2.0
北京,孩子身上有你的DNA,1.0
安徽,我不带娃也不喂奶，但我发现确实衰老快了，痔疮、漏尿、脱发、白发、健忘……,1.0
福建,每一句话都是我的原话。,1.0
广东,骗骗哄哄就好了，事到临头，该生还是会生[泪奔],0.0
四川,经典我们那个年代,1.0
北京,我能活到很不爽的阶段就已经很爽了,1.0
上海,孩子让我学会了什么是付出懂得了什么是母爱[流泪] 让我重新把小学的知识重新学了一遍[捂脸]不过我很知足 真的 因为有了孩子才让我的生活越来越充实 真的很感恩,0.0
未知,44岁丁克，斩丁截铁，没有孩子的自由和快来是我追求的，别人爱说啥说啥！没生过孩子的女人就是比同龄人年轻，心态也比同龄人年轻，因为同龄人都在为学区房，孩子的教育，婚姻等等各种问题困扰的时候，我们在和年轻的朋友聊八卦，聊保养，吃美食，自驾游，K歌，滑雪，爬山，潜水，瑜伽，也许人生的最后几年会有些孤独，但是我快乐了几十年！省下养活孩子的费用可以让我少奋斗几十年，存了几套房子老了把房子一卖，找个好的养老院，和老姐妹聊聊天打打牌，早就捐了遗体死了也还能做点儿贡献。其实有孩子老了真的就幸福吗？身边很多朋友把孩子送出国了，孩子在国外定居，父母去世了都不回来！还有远嫁的，在外地打拼的有多能一直陪在父母身边,2.0
英国,我外婆90多岁了，要自己一个人出去住，嫌我妈管着她。她现在住在我家附近，我妈时不时去看她。还是看人[笑哭R],0.0
浙江,目前正处于生完快一年的状态，整个人就是干瘪的状态，脸垮,0.0
广东,[赞],1.0
未知,喜欢的就生，不喜欢的就不生,1.0
广东,都不生孩子，养老院也没人去工作。,0.0
四川,太理解这种责任感了，我养个狗都要发疯。,1.0
江西,10岁了，会给我倒水，踩背[呲牙],0.0
北京,我想知道下您公婆那边也ok的吗，我也不想要孩子，但是公婆是比较保守的老人[哭惹R],2.0
广东,[捂脸]不是吹，7月11那天我老婆预产期，进了产房，我在外面等着的时候，突然听到娃娃哭，我就知道我娃来到这个世上了，有那么一瞬间我心是很激动的，然后将这个消息告诉我家人，我家人一听到母子都平平安安，一大家子都很高兴,0.0
河南,没必要去评判视频里的长辈们，毕竟年龄段不一样,1.0
山东,没有别的意思，礼貌发问，婚姻保障了什么？,2.0
未知,我觉得我对自己都不负责[害羞R]拿我的不靠谱对小屁孩负责吗[偷笑R]  帮忙带两个小时一岁的小侄女带到我想跳楼[哭惹R],2.0
未知,穷人最好不生,2.0
未知,独自一人很多时候都是这样，难到不丁就不是一个人吗。有时候我觉得丁克就是自己的孩子，有更多倾听自己和与自己相处的时间，爱着自己，要求自己，也和自己较劲，100%的陪伴尽力照顾自己这个小孩。在人生的终点，每个人都是一个人,1.0
未知,想要但身体条件很难，给自己定下期限，努力过了一切随缘。不介意伴侣或者其他人的眼光，和则一起，散也是缘。,1.0
美国,最近才发现我不想生孩子是因为我根本只爱我自己…,2.0
黑龙江,我觉得，这是一种人生体验，人间来一回，总要什么都体验一下的。我生孩子为了我自己能把我能体验到的都体验一遍。,0.0
上海,"我和老公是丁克～
想求有车🚗的（我俩不会开车）、在上海工作的丁克夫妇可以一起自驾游。
我们可以分摊油费🛢️ 、过路费🌉 、做攻略📖。
我俩有云南各地☁️、新疆🍇、三亚🏖️、桂林⛰️、广东各地🥗、重庆🍲、成都🐼、青岛⛵️、香港🇭🇰、澳门🇲🇴巴厘岛🏝️、韩国🇰🇷、泰国🇹🇭等国内外自由行做攻略经验。
想找丁克的35岁以上的夫妇💑一起看世界🌍～",2.0
未知,看了这个，感觉还是不生了,2.0
江苏,爱自己的100种方式,1.0
未知,制造焦虑！！,1.0
天津,两岁三个月。她说她要保护我。[看],0.0
未知,92年的已婚未育,2.0
未知,那些说生孩子为了养老，有没有问过孩子愿不愿意给你养老啊[哭惹R][哭惹R][哭惹R]我真的觉得照顾老人好痛苦，我宁愿去工作请保姆照顾老人,2.0
未知,我是觉得结婚本质意义就是自愿放弃自由，和另一个人捆绑在一起繁育后代。如果俩人不是抱着同样的目标，那就不要结婚，只谈恋爱就好了。,2.0
甘肃,精神寄托而已,0.0
未知,你小子，你值得女朋友,1.0
四川,确实可以在年迈时 帮助你去医院看病 这不 推我妈在医院检查转一天了,0.0
贵州,花钱找罪受[捂脸],2.0
未知,我看这个评论区里大部分说是在贩卖焦虑的都是男的……… [满月R][满月R][满月R]我猜大概率这批人对养活和养育这个界定有个gap,2.0
江苏,有没有可能想要要不了然后就看开了[捂脸],1.0
山东,不是有没有人会说不是所有父母都能生出来孩子对他就很好的啊。会把孩子当养老工具会用孩子当出气筒，会道德绑架他会言语辱骂他们。所以一切都不是绝对的，如果你想生孩子麻烦你想好你能不能真心实意的对他好把他当个真正的孩子尊重并爱。扪心自问如果做不到尽量别生，比方说有些人生了女儿女儿说我不想结婚他们就逼迫她必须结婚生孩子那想问一下这是爱？你爱她不应该是希望她快乐自由？所以千万千万想好，不然人类不因为生育灭绝也得是因为精神死亡。,1.0
陕西,张口就来那个年代  能比吗？那他现在咋不花那个时候的人民币生活呢？,1.0
上海,爸妈走了我也走呗 还活着干啥,1.0
未知,只要准备好了生小孩，那就没问题。但是一定要有双方备孕的这个意识和做法当前提条件，不然不生。,1.0
未知,在这儿[偷笑R],1.0
广东,这个确实是这样的，我同事87年的三个娃看上去像四十七八，另外一个同龄没结婚像三十刚出头[笑哭R],2.0
辽宁,刚跟我姑娘吵完架[暗中观察],1.0
湖南,连我老人家都知道这一套对年轻人不管用，画瓜没用，画坑更没用了。他们年轻归年轻，但曾经也被画过瓜如今掉进坑的。说未来没用，说点现在的才好使,1.0
未知,我生孩子是喜欢是孩子，但是小红书会被骂说，喜欢孩子生就是有错[笑哭R][笑哭R],0.0
广西,不敢转发到相亲相爱一家群，怕说我反骨[流泪][流泪],1.0
广东,能采访点文化程度高的人吗？[色][色],1.0
河南,我也是怎么拍都拍不出来少女感了，没生宝宝前28岁也能拍出来点现在是一点都拍不出来了[失望R],0.0
山东,生小孩之前 我讨厌小孩不想要！  生完后：我太喜欢我的小孩啦，每天都想贴贴！,0.0
上海,分析的太对了，这也是我丁克20年得出的结论，但是仍然不想生孩子，因为虽然年龄越大越无聊空虚，但是也越来越感受到社会的恶劣环境和人心的险恶，没有办法给孩子一个安稳的生活，不想自己生的孩子变成韭菜的延续,2.0
未知,小红书里 不丁克到断气都不算丁克[doge],1.0
北京,在上班，状态就像你刚生完一年[哭惹R],1.0
北京,这么说吧。无论你在哪儿看到或者听谁说。你几乎只会听到她说后悔自己当初选错人，却不会后悔自己生下了孩子。,0.0
未知,我老婆之前给我列了一个大清单，我都有细细斟酌考虑，跟这个大差不差[扯脸H],1.0
广东,你眼神变柔和叻,1.0
未知,我的同事们。。。,1.0
未知,用心歹毒,1.0
北京,对，自己强大不需要用孩子安慰，想法一致，赞👍,2.0
广东,我现在24岁很喜欢小孩子但是不想结婚不想生孩子恐婚也害怕生小孩[泣不成声],2.0
未知,遗产继承,1.0
未知,我有一个朋友不结婚，但领养了两个孩子，孩子对她比亲生的还亲，关键还是自己的教育吧,1.0
上海,已经存了这么多了，才准备备孕的,0.0
北京,我有两只[不看],0.0
江苏,不要说养老院不好 不好，不好那是因为所有的钱都花在子女身上了。舍不得钱 给他们买房买车  你就去那个600 800 1000养老院，当然不好！！我没有子女 自己吃吃喝喝，我到老了我去了吗5000 8000的养老院，你看到最后养老院好不好,2.0
山东,为了欣赏和付出。因为有他，我的人生才完整,0.0
广东,现在环境加上吃的那些东西，我都不确定我能不能活到70岁,1.0
未知,现在和未来的生存环境，孩子生下来能不能平平安安，健健康康，快快乐乐长大，活到老，都成问题,1.0
广东,有了孩子才体会到真正的爱一个人是什么感觉,0.0
未知,朋友刚生完 6000+报销了5000多 自费600多[笑哭R][笑哭R][笑哭R],1.0
未知,你这叫啥坚决丁克[石化R],1.0
浙江,该评论已丢失,1.0
广东,饭量不错嘛[灵机一动],1.0
山东,建义什么平的后代全部丁克,1.0
山西,简直就是两个世界,1.0
未知,emmmmm 这很难评啊  感动早了,1.0
安徽,笑容消失,1.0
浙江,中午吃什么啊 有没有推荐的 还没吃饭,1.0
湖南,很烦很好玩！,0.0
江苏,为了付出和欣赏,0.0
未知,笑死了，还95，搞得好像能活到95似的,1.0
未知,白得的礼物，谁不想要啊，谁付出谁才有决定权,1.0
吉林,此刻想我的儿子了,0.0
美国,带娃别忘记好好爱自己，会美回来的。,0.0
北京,我觉得现代人能有质量的活过70就算厉害的了， 真心觉得周围人身体一代不如一代,1.0
天津,那个....你凭什么这么有信心本脆脆鲨会活到60岁。[微笑R],1.0
辽宁,那个年代需要上那么多辅导班兴趣班吗，现在这个时代不是穷养不穷养的问题，根本不喜欢小孩我肯定不生，有孩子老了也没见得多少孩子在家养他爸妈，每个人想法不同喽[尬笑][尬笑][尬笑]，首先我非常爱国，其次，别 tm 拿那些传统观念道德绑架我们[尬笑][尬笑],2.0
福建,最少也要生一个，要不然国家怎么发展。,0.0
陕西,没有看出来呀，看着很幸福,1.0
吉林,《我们那时候更穷》《穷就穷养 很简单》《这个我说不上》,1.0
广东,他们最后觉得无聊是因为他们俩精神世界空虚 好了那么多事都没找到一个终身爱好,1.0
广东,我很早之前就想过活到75岁左右足够了，可以自我了结了[大笑R],1.0
湖北,结婚有什么用呢？,2.0
山西,没有，啥都没有，我刚生完还不到半个月，除了是我的牵绊，但是我不后悔生下她[可怜][可怜],0.0
江苏,生孩子我觉得还能恢复 带孩子那种疲累真的一下子就老了。,1.0
山东,我觉得你生完孩子后面容温和了,1.0
重庆,没事，他能活过我们[看]在等几年,1.0
辽宁,生了孩子才知道，你居然可以那么爱一个人，是你人生的希望，是生命里的光[灵机一动],0.0
江苏,我感谢我的父母 给了我不羡慕任何人的爱,0.0
广西,这睡衣不错，发链接,1.0
未知,这两种都不能结，如果他真的爱你，会说尊重你的决定，女性才是决定生不生的那个人。他爱你，会觉得无论生不生都行。,1.0
安徽,[看][看][看],1.0
上海,一直丁克一直爽[doge],2.0
上海,为啥我感觉你没变过[笑哭R],1.0
未知,如果我遇到了对的人会愿意生孩子的，前提是对方有担当，而且可以和我一起承担生养小孩的责任，如果从怀孕开始就我一个人受苦受累，那没必要有孩子，因为孩子长大了将来还是会离开的，毕竟养老真的是靠自己。,0.0
未知,丁克随便吧，反正我有孩子觉得很幸福很治愈,0.0
上海,果然带孩子容易老,1.0
内蒙古,我们觉得，不生孩子的日子，还不如有孩子的日子过得好，到最后都能赞下养老钱，去养老院也是有儿女的吃的开，去医院，有儿有女，即使用雇护工更踏实，没孩子就是孤寡老人，不死钱花不出去，死了钱花不完给谁去,0.0
江苏,孤单 他确实可以陪着我 我的童年不美好 但是好像对他好就能弥补我的童年,0.0
北京,"年过四十，丁克12年
我是这么想的：一方面注意健康，坚持锻炼，定期体检，攒钱，买保险。俩人都还在那就互相照顾，跟哥们姐们保持好关系，以遗产继承为条件请他们的子女在需要的时候提供帮助。如果我媳妇先走，那我料理好后事也就跟着去了。人死一闭眼啥也不知道了。",2.0
山东,喜欢小孩就生，不喜欢就不生，每个人价值观都不同，没必要太较真吧[尬笑],1.0
辽宁,很简单啊，就是让你的人生完整，我的意思是让你的前半生完整不是后半生，你还记得你第一次会翻身，会站起来，会走路吗，有了孩子好像这些原本发生在你身上的事变得更加具体了，就这还不够有意义吗,0.0
未知,因为爱所以去养育，而不是抱着目的去生养，很喜欢这句话。因为我父母就是仅仅出于责任和义务生下我，可他们对我没什么爱，从小非打即骂，因为一点小事可以什么脏话都往我身上倒，我妈骂我“有毛病！”我爸更是ri字当头，骂得更难听，他们说东，我不能说西，不能和他们说些轻松玩笑话儿，他们会呵斥我没大没小，目无尊长，恶狠狠骂了我之后又回头心平气和同我说“我们都是为了你好，外面的人可能会害你，可我们永远不会害你啊”。我以前深信不疑，现在只觉得就是个笑话，他们生养我从来不是因为爱，不是单纯热爱生命，仅仅是怕自己老了没人管，我一辈子也无法和他们和解,1.0
未知,我就想说家里是有矿有家产等着继承嘛，不然我生他干什么继承我的贫穷，我不好的情绪，我余生无穷无尽的怨怼嘛[哭惹R],1.0
未知,最起码的吃穿住行不用愁，孩子想学什么画画钢琴跳舞这些有闲钱，不然让孩子跟自己吃糠咽菜吗,1.0
广东,孩子给我带来喜怒哀乐,0.0
山东,我只能说这个计算还是太保守了[doge],1.0
吉林,尊重下一代的选择，开心就好,1.0
陕西,不针对任何小孩儿，但我现在看见小孩儿就烦[哭惹R],2.0
广东,我现在24岁很喜欢小孩子但是不想结婚不想生孩子恐婚也害怕生小孩[泣不成声],2.0
未知,25岁以前不婚不育知道婚姻不行，后面遇到了她觉得还行的人决定步入婚姻，然后两个人没感情了还要一个孩子。孩子的价值就是她妈妈啥也不会的东西孩子能做，爸爸会的多但死的早。,1.0
四川,马上35了，有时间有闲钱，爽是爽，就是不太能约到同龄人一起玩了，她们大多都在家带孩子陪老公[抓狂R],2.0
重庆,刚生的时候最好看,0.0
广东,我觉得是来陪伴我的,0.0
上海,这样挺好的，开心就好,1.0
未知,想生的也不会到处嚷嚷自己想生，但不代表这种想法不存在啊。我几乎不在网络上发表自己的生育倾向，但心里一直想的是要生两个[笑哭R],0.0
重庆,有了孩子轻轻拍着他的背哄他入睡，猛然想起，小时候我的奶奶也是这样哄我睡觉[灵机一动],0.0
山东,劝人生子天打雷劈,2.0
广东,人人这样想三代就绝了！[捂脸],0.0
浙江,“每个人都这么想，以后人类就灭绝了”，我只能说，世界没有人类又怎么样？不会地球转了吗？这个世界本来就不属于人类,2.0
上海,我觉得可以这样，专家如果老了生不动 我们可以叫小青年帮你们,2.0
广东,一生也无法治愈的童年,1.0
辽宁,女人有的生完孩子就快s了，你说有多大区别,2.0
河南,可是有儿子被送敬老院的很多很多啊,1.0
安徽,我妈每次催婚就会说爸爸妈妈就是担心我们走了没人陪你了，我就说等你和我爸嘎了，我把你们安葬好，就找个地方自杀，我也提前安排好了朋友的孩子负责把我埋在墓地，反正我对这个世界本来也没啥留恋的，爸爸妈妈不在了正好结束这无聊的一生，结果我妈每次都能被我气哭,2.0
重庆,一个7岁了 一个四岁了 每天还要上班 他爸爸在另外的地方 除了拿孩子的学费 其他都是我拿 太累了。每天上下班 晚上还要回去看孩子 每天睡不好觉。我爸爸那边的亲戚都劝我离婚 我又怕孩子没有妈妈[泣不成声],1.0
